NU_ANO_CENSO;CO_IES;NO_IES;CO_CURSO;NO_CURSO;DS_TP_MODALIDADE_ENSINO;CO_MUNICIPIO;NO_MUNICIPIO;SG_UF;CH_CURSO_ANO;FLAG;TITULO;GRAVIDADE;NV;EVIDENCIA;COMO_TRATAMOS
2016;1273;FACULDADE CAMPO LIMPO PAULISTA;72031;SISTEMAS PARA INTERNET;Presencial;;;;2016|1273|72031;FL_MAT_CAI_A_ZERO;Matrículas caíram a zero de um ano para o outro;Alerta;3;"Em 2015 o curso tinha 9 matrículas; em 2016, informou 0; em 2017, 1.";Fica de fora de: Alunos desvinculados e trancados e Evolução de um mesmo curso. Aparece com aviso em: Matrículas, ingressantes e concluintes ao longo dos anos.
2016;1275;FACULDADE DO GUARUJÁ;47036;SISTEMAS DE INFORMAÇÃO;Presencial;;;;2016|1275|47036;FL_INSCRITO_ZERO;Zero inscritos informados;Alerta;3;Foram informados 0 inscritos para 437 vagas e 0 ingressantes.;Fica de fora de: Inscritos nos processos seletivos.
2016;1280;Faculdade Estácio Cotia;47601;SISTEMAS DE INFORMAÇÃO;Presencial;;;;2016|1280|47601;FL_INSCRITO_ZERO;Zero inscritos informados;Alerta;3;Foram informados 0 inscritos, 0 vagas e 0 ingressantes.;Fica de fora de: Inscritos nos processos seletivos.
2016;1280;Faculdade Estácio Cotia;47601;SISTEMAS DE INFORMAÇÃO;Presencial;;;;2016|1280|47601;FL_MAT_CAI_A_ZERO;Matrículas caíram a zero de um ano para o outro;Alerta;3;"Em 2015 o curso tinha 2 matrículas; em 2016, informou 0; em 2017, 0.";Fica de fora de: Alunos desvinculados e trancados e Evolução de um mesmo curso. Aparece com aviso em: Matrículas, ingressantes e concluintes ao longo dos anos.
2016;12847;FACULDADE EDUCACIONAL DE FRANCISCO BELTRÃO;1050053;SISTEMAS DE INFORMAÇÃO;Presencial;;;;2016|12847|1050053;FL_CO_CURSO_EM_VARIAS_IES;Código do curso aparece em outra instituição;Informação;1;"O código 1050053 foi usado por 2 instituições diferentes ao longo dos anos: FACULDADE EDUCACIONAL DE FRANCISCO BELTRÃO (2010 a 2019); CENTRO UNIVERSITÁRIO UNISEP (2020 a 2024).";Aparece com aviso em: Evolução de um mesmo curso.
2016;1295;FACULDADE DE EDUCAÇÃO E TECNOLOGIA IRACEMA;55569;REDES DE COMPUTADORES;Presencial;;;;2016|1295|55569;FL_INSCRITO_IGUAL;Inscritos iguais às vagas ou aos ingressantes;Atenção;2;Foram informados 1 inscritos, número idêntico ao de ingressantes (1).;Aparece com aviso em: Inscritos nos processos seletivos.
2016;1295;FACULDADE DE EDUCAÇÃO E TECNOLOGIA IRACEMA;55569;REDES DE COMPUTADORES;Presencial;;;;2016|1295|55569;FL_CO_CURSO_EM_VARIAS_IES;Código do curso aparece em outra instituição;Informação;1;"O código 55569 foi usado por 2 instituições diferentes ao longo dos anos: FACULDADE DE TECNOLOGIA MORUMBI SUL (2009 a 2009); FACULDADE DE EDUCAÇÃO E TECNOLOGIA IRACEMA (2010 a 2024).";Aparece com aviso em: Evolução de um mesmo curso.
2016;13;UNIVERSIDADE DE CAXIAS DO SUL;50298;SISTEMAS DE INFORMAÇÃO;Presencial;;;;2016|13|50298;FL_INSCRITO_ZERO;Zero inscritos informados;Alerta;3;Foram informados 0 inscritos, 0 vagas e 0 ingressantes.;Fica de fora de: Inscritos nos processos seletivos.
2016;13;UNIVERSIDADE DE CAXIAS DO SUL;57504;SISTEMAS DE INFORMAÇÃO;Presencial;;;;2016|13|57504;FL_INSCRITO_ZERO;Zero inscritos informados;Alerta;3;Foram informados 0 inscritos, 0 vagas e 0 ingressantes.;Fica de fora de: Inscritos nos processos seletivos.
2016;13;UNIVERSIDADE DE CAXIAS DO SUL;64929;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;Presencial;;;;2016|13|64929;FL_INSCRITO_ZERO;Zero inscritos informados;Alerta;3;Foram informados 0 inscritos, 0 vagas e 0 ingressantes.;Fica de fora de: Inscritos nos processos seletivos.
2016;1325;FACULDADE DE APUCARANA;19990;SISTEMAS DE INFORMAÇÃO;Presencial;;;;2016|1325|19990;FL_INSCRITO_IGUAL;Inscritos iguais às vagas ou aos ingressantes;Atenção;2;Foram informados 23 inscritos, número idêntico ao de vagas e ao de ingressantes (23).;Aparece com aviso em: Inscritos nos processos seletivos.
2016;1337;FACULDADE MATER DEI;99919;SISTEMAS PARA INTERNET;Presencial;;;;2016|1337|99919;FL_INSCRITO_ZERO;Zero inscritos informados;Alerta;3;Foram informados 0 inscritos para 180 vagas e 0 ingressantes.;Fica de fora de: Inscritos nos processos seletivos.
2016;1337;FACULDADE MATER DEI;99919;SISTEMAS PARA INTERNET;Presencial;;;;2016|1337|99919;FL_MAT_CAI_A_ZERO;Matrículas caíram a zero de um ano para o outro;Alerta;3;"Em 2015 o curso tinha 4 matrículas; em 2016, informou 0; o curso não aparece em 2017.";Fica de fora de: Alunos desvinculados e trancados e Evolução de um mesmo curso. Aparece com aviso em: Matrículas, ingressantes e concluintes ao longo dos anos.
2016;1351;CENTRO UNIVERSITÁRIO SOCIESC;72044;SISTEMAS PARA INTERNET;Presencial;;;;2016|1351|72044;FL_INSCRITO_ZERO;Zero inscritos informados;Alerta;3;Foram informados 0 inscritos para 100 vagas e 0 ingressantes.;Fica de fora de: Inscritos nos processos seletivos.
2016;1356;FACULDADES INTEGRADAS DE SANTA FÉ DO SUL;113469;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;Presencial;;;;2016|1356|113469;FL_INSCRITO_IGUAL;Inscritos iguais às vagas ou aos ingressantes;Atenção;2;Foram informados 30 inscritos, número idêntico ao de ingressantes (30).;Aparece com aviso em: Inscritos nos processos seletivos.
2016;1365;CENTRO UNIVERSITÁRIO ADVENTISTA DE SÃO PAULO;109832;REDES DE COMPUTADORES;Presencial;;;;2016|1365|109832;FL_INSCRITO_ZERO;Zero inscritos informados;Alerta;3;Foram informados 0 inscritos, 0 vagas e 0 ingressantes.;Fica de fora de: Inscritos nos processos seletivos.
2016;1366;FACULDADE BARDDAL;20125;SISTEMA DE INFORMAÇÃO;Presencial;;;;2016|1366|20125;FL_INSCRITO_ZERO;Zero inscritos informados;Alerta;3;Foram informados 0 inscritos para 243 vagas e 0 ingressantes.;Fica de fora de: Inscritos nos processos seletivos.
2016;1375;FACULDADE CATÓLICA RAINHA DA PAZ DE ARAPUTANGA;1159064;GESTÃO DA TECNOLOGIA DA INFORMAÇÃO;Presencial;;;;2016|1375|1159064;FL_INSCRITO_IGUAL;Inscritos iguais às vagas ou aos ingressantes;Atenção;2;Foram informados 50 inscritos, número idêntico ao de vagas (50).;Aparece com aviso em: Inscritos nos processos seletivos.
2016;13796;FACULDADE DE PORTO FELIZ;1073542;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;Presencial;;;;2016|13796|1073542;FL_INSCRITO_IGUAL;Inscritos iguais às vagas ou aos ingressantes;Atenção;2;Foram informados 10 inscritos, número idêntico ao de ingressantes (10).;Aparece com aviso em: Inscritos nos processos seletivos.
2016;1385;FACULDADES INTEGRADAS IPEP;20489;SISTEMAS DE INFORMAÇÃO;Presencial;;;;2016|1385|20489;FL_INSCRITO_ZERO;Zero inscritos informados;Alerta;3;Foram informados 0 inscritos para 150 vagas e 0 ingressantes.;Fica de fora de: Inscritos nos processos seletivos.
2016;1385;FACULDADES INTEGRADAS IPEP;20489;SISTEMAS DE INFORMAÇÃO;Presencial;;;;2016|1385|20489;FL_MAT_CAI_A_ZERO;Matrículas caíram a zero de um ano para o outro;Alerta;3;"Em 2015 o curso tinha 1 matrículas; em 2016, informou 0; o curso não aparece em 2017.";Fica de fora de: Alunos desvinculados e trancados e Evolução de um mesmo curso. Aparece com aviso em: Matrículas, ingressantes e concluintes ao longo dos anos.
2016;1385;FACULDADES INTEGRADAS IPEP;20491;CIÊNCIA DA COMPUTAÇÃO;Presencial;;;;2016|1385|20491;FL_INSCRITO_ZERO;Zero inscritos informados;Alerta;3;Foram informados 0 inscritos para 120 vagas e 0 ingressantes.;Fica de fora de: Inscritos nos processos seletivos.
2016;13883;FACULDADE MURIALDO;1075354;SISTEMAS PARA INTERNET;Presencial;;;;2016|13883|1075354;FL_INSCRITO_IGUAL;Inscritos iguais às vagas ou aos ingressantes;Atenção;2;Foram informados 2 inscritos, número idêntico ao de vagas e ao de ingressantes (2).;Aparece com aviso em: Inscritos nos processos seletivos.
2016;1396;Centro Universitário Dinâmica das Cataratas;22017;SISTEMAS DE INFORMAÇÃO;Presencial;;;;2016|1396|22017;FL_INSCRITO_IGUAL;Inscritos iguais às vagas ou aos ingressantes;Atenção;2;Foram informados 63 inscritos, número idêntico ao de vagas (63).;Aparece com aviso em: Inscritos nos processos seletivos.
2016;14;UNIVERSIDADE DO VALE DO RIO DOS SINOS;1121217;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;Presencial;;;;2016|14|1121217;FL_INSCRITO_IGUAL;Inscritos iguais às vagas ou aos ingressantes;Atenção;2;Foram informados 65 inscritos, número idêntico ao de vagas (65).;Aparece com aviso em: Inscritos nos processos seletivos.
2016;14;UNIVERSIDADE DO VALE DO RIO DOS SINOS;1121422;SEGURANÇA DA INFORMAÇÃO;Presencial;;;;2016|14|1121422;FL_INSCRITO_ZERO;Zero inscritos informados;Alerta;3;Foram informados 0 inscritos para 20 vagas e 0 ingressantes.;Fica de fora de: Inscritos nos processos seletivos.
2016;140;UNIVERSIDADE SEVERINO SOMBRA;1170082;ENGENHARIA DE COMPUTAÇÃO;Presencial;;;;2016|140|1170082;FL_INSCRITO_IGUAL;Inscritos iguais às vagas ou aos ingressantes;Atenção;2;Foram informados 1 inscritos, número idêntico ao de vagas e ao de ingressantes (1).;Aparece com aviso em: Inscritos nos processos seletivos.
2016;140;UNIVERSIDADE SEVERINO SOMBRA;19239;SISTEMA DE INFORMAÇÃO;Presencial;;;;2016|140|19239;FL_INSCRITO_ZERO;Zero inscritos informados;Alerta;3;Foram informados 0 inscritos, 0 vagas e 0 ingressantes.;Fica de fora de: Inscritos nos processos seletivos.
2016;1400;FACULDADE DA INDÚSTRIA SÃO JOSÉ DOS PINHAIS;72559;REDES DE COMPUTADORES;Presencial;;;;2016|1400|72559;FL_INSCRITO_ZERO;Zero inscritos informados;Alerta;3;Foram informados 0 inscritos, 0 vagas e 0 ingressantes.;Fica de fora de: Inscritos nos processos seletivos.
2016;1400;FACULDADE DA INDÚSTRIA SÃO JOSÉ DOS PINHAIS;72559;REDES DE COMPUTADORES;Presencial;;;;2016|1400|72559;FL_MAT_CAI_A_ZERO;Matrículas caíram a zero de um ano para o outro;Alerta;3;"Em 2015 o curso tinha 4 matrículas; em 2016, informou 0; o curso não aparece em 2017.";Fica de fora de: Alunos desvinculados e trancados e Evolução de um mesmo curso. Aparece com aviso em: Matrículas, ingressantes e concluintes ao longo dos anos.
2016;1403;FACULDADE DE PIMENTA BUENO;99660;SISTEMA DE INFORMAÇÃO;Presencial;;;;2016|1403|99660;FL_INSCRITO_ZERO;Zero inscritos informados;Alerta;3;Foram informados 0 inscritos, 0 vagas e 0 ingressantes.;Fica de fora de: Inscritos nos processos seletivos.
2016;1403;FACULDADE DE PIMENTA BUENO;99660;SISTEMA DE INFORMAÇÃO;Presencial;;;;2016|1403|99660;FL_MAT_CAI_A_ZERO;Matrículas caíram a zero de um ano para o outro;Alerta;3;"Em 2015 o curso tinha 14 matrículas; em 2016, informou 0; em 2017, 0.";Fica de fora de: Alunos desvinculados e trancados e Evolução de um mesmo curso. Aparece com aviso em: Matrículas, ingressantes e concluintes ao longo dos anos.
2016;1409;FACULDADE DO CENTRO LESTE;1185331;GESTÃO DA TECNOLOGIA DA INFORMAÇÃO;Presencial;;;;2016|1409|1185331;FL_INSCRITO_ZERO;Zero inscritos informados;Alerta;3;Foram informados 0 inscritos, 0 vagas e 0 ingressantes.;Fica de fora de: Inscritos nos processos seletivos.
2016;1409;FACULDADE DO CENTRO LESTE;1185331;GESTÃO DA TECNOLOGIA DA INFORMAÇÃO;Presencial;;;;2016|1409|1185331;FL_MAT_CAI_A_ZERO;Matrículas caíram a zero de um ano para o outro;Alerta;3;"Em 2015 o curso tinha 1 matrículas; em 2016, informou 0; o curso não aparece em 2017.";Fica de fora de: Alunos desvinculados e trancados e Evolução de um mesmo curso. Aparece com aviso em: Matrículas, ingressantes e concluintes ao longo dos anos.
2016;1410;ÁREA1 - FACULDADE DE CIÊNCIA E TECNOLOGIA;55173;ENGENHARIA DE COMPUTAÇÃO;Presencial;;;;2016|1410|55173;FL_CO_CURSO_EM_VARIAS_IES;Código do curso aparece em outra instituição;Informação;1;"O código 55173 foi usado por 2 instituições diferentes ao longo dos anos: Faculdade Área1 Wyden (2009 a 2022); Centro Universitário Ruy Barbosa Wyden (2023 a 2024).";Aparece com aviso em: Evolução de um mesmo curso.
2016;14156;Faculdade Presidente Antônio Carlos de Teófilo Otoni;74586;SISTEMAS DE INFORMAÇÃO;Presencial;;;;2016|14156|74586;FL_CO_CURSO_EM_VARIAS_IES;Código do curso aparece em outra instituição;Informação;1;"O código 74586 foi usado por 2 instituições diferentes ao longo dos anos: UNIVERSIDADE PRESIDENTE ANTONIO CARLOS (2009 a 2009); Faculdade Presidente Antônio Carlos de Teófilo Otoni (2010 a 2024).";Aparece com aviso em: Evolução de um mesmo curso.
2016;14161;Faculdade Única de Contagem;102276;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;Presencial;;;;2016|14161|102276;FL_CO_CURSO_EM_VARIAS_IES;Código do curso aparece em outra instituição;Informação;1;"O código 102276 foi usado por 2 instituições diferentes ao longo dos anos: UNIVERSIDADE PRESIDENTE ANTONIO CARLOS (2009 a 2009); Faculdade Única de Contagem (2010 a 2022).";Aparece com aviso em: Evolução de um mesmo curso.
2016;143;UNIVERSIDADE DE UBERABA;20362;ENGENHARIA DE COMPUTAÇÃO;Presencial;;;;2016|143|20362;FL_INSCRITO_ZERO;Zero inscritos informados;Alerta;3;Foram informados 0 inscritos para 321 vagas e 0 ingressantes.;Fica de fora de: Inscritos nos processos seletivos.
2016;1437;ESCOLA SUPERIOR DE TECNOLOGIA E EDUCAÇÃO DE RIO CLARO;106134;SISTEMAS DE INFORMAÇÃO;Presencial;;;;2016|1437|106134;FL_CO_CURSO_EM_VARIAS_IES;Código do curso aparece em outra instituição;Informação;1;"O código 106134 foi usado por 2 instituições diferentes ao longo dos anos: ESCOLA SUPERIOR DE TECNOLOGIA E EDUCAÇÃO DE RIO CLARO (2009 a 2019); CENTRO UNIVERSITÁRIO CENTRAL PAULISTA (2020 a 2021).";Aparece com aviso em: Evolução de um mesmo curso.
2016;14408;INSTITUTO FEDERAL DE EDUCAÇÃO, CIENCIA E TECNOLOGIA DE BRASILIA;1280431;CIÊNCIA DA COMPUTAÇÃO;Presencial;;;;2016|14408|1280431;FL_INSCRITO_IGUAL;Inscritos iguais às vagas ou aos ingressantes;Atenção;2;Foram informados 1 inscritos, número idêntico ao de ingressantes (1).;Aparece com aviso em: Inscritos nos processos seletivos.
2016;1450;CENTRO UNIVERSITÁRIO DO CERRADO-PATROCÍNIO;89214;SISTEMAS DE INFORMAÇÃO;Presencial;;;;2016|1450|89214;FL_INSCRITO_ZERO;Zero inscritos informados;Alerta;3;Foram informados 0 inscritos para 50 vagas e 0 ingressantes.;Fica de fora de: Inscritos nos processos seletivos.
2016;14509;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA BAIANO;1103633;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;Presencial;;;;2016|14509|1103633;FL_INSCRITO_IGUAL;Inscritos iguais às vagas ou aos ingressantes;Atenção;2;Foram informados 30 inscritos, número idêntico ao de vagas (30).;Aparece com aviso em: Inscritos nos processos seletivos.
2016;1457;Faculdade Estácio Euro- Panamericana de Humanidades e Tecnologias - Estácio EUROPAN;56454;SISTEMAS DE INFORMAÇÃO;Presencial;;;;2016|1457|56454;FL_INSCRITO_IGUAL;Inscritos iguais às vagas ou aos ingressantes;Atenção;2;Foram informados 1 inscritos, número idêntico ao de ingressantes (1).;Aparece com aviso em: Inscritos nos processos seletivos.
2016;14724;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARANÁ;18957;SISTEMA DE INFORMAÇÃO;Presencial;;;;2016|14724|18957;FL_CO_CURSO_EM_VARIAS_IES;Código do curso aparece em outra instituição;Informação;1;"O código 18957 foi usado por 2 instituições diferentes ao longo dos anos: CENTRO UNIVERSITARIO CATOLICO DO SUDOESTE DO PARANA (2009 a 2009); INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARANÁ (2010 a 2024).";Aparece com aviso em: Evolução de um mesmo curso.
2016;1477;FACULDADE MICHELANGELO;114969;SISTEMA DE INFORMAÇÃO;Presencial;;;;2016|1477|114969;FL_INSCRITO_IGUAL;Inscritos iguais às vagas ou aos ingressantes;Atenção;2;Foram informados 19 inscritos, número idêntico ao de ingressantes (19).;Aparece com aviso em: Inscritos nos processos seletivos.
2016;1477;FACULDADE MICHELANGELO;48679;SISTEMA DE INFORMAÇÃO;Presencial;;;;2016|1477|48679;FL_INSCRITO_IGUAL;Inscritos iguais às vagas ou aos ingressantes;Atenção;2;Foram informados 9 inscritos, número idêntico ao de ingressantes (9).;Aparece com aviso em: Inscritos nos processos seletivos.
2016;1488;FACULDADE PARAÍSO;22013;SISTEMAS DE INFORMAÇÃO;Presencial;;;;2016|1488|22013;FL_INSCRITO_ZERO;Zero inscritos informados;Alerta;3;Foram informados 0 inscritos, 0 vagas e 0 ingressantes.;Fica de fora de: Inscritos nos processos seletivos.
2016;1491;CENTRO UNIVERSITÁRIO INTERNACIONAL;109638;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;Presencial;;;;2016|1491|109638;FL_CO_CURSO_EM_VARIAS_IES;Código do curso aparece em outra instituição;Informação;1;"O código 109638 foi usado por 2 instituições diferentes ao longo dos anos: FACULDADE DE TECNOLOGIA INTERNACIONAL (2009 a 2011); CENTRO UNIVERSITÁRIO INTERNACIONAL (2012 a 2022).";Aparece com aviso em: Evolução de um mesmo curso.
2016;1491;CENTRO UNIVERSITÁRIO INTERNACIONAL;112258;SISTEMAS PARA INTERNET;Presencial;;;;2016|1491|112258;FL_INSCRITO_ZERO;Zero inscritos informados;Alerta;3;Foram informados 0 inscritos para 150 vagas e 0 ingressantes.;Fica de fora de: Inscritos nos processos seletivos.
2016;1491;CENTRO UNIVERSITÁRIO INTERNACIONAL;112258;SISTEMAS PARA INTERNET;Presencial;;;;2016|1491|112258;FL_CO_CURSO_EM_VARIAS_IES;Código do curso aparece em outra instituição;Informação;1;"O código 112258 foi usado por 2 instituições diferentes ao longo dos anos: FACULDADE DE TECNOLOGIA INTERNACIONAL (2009 a 2011); CENTRO UNIVERSITÁRIO INTERNACIONAL (2012 a 2017).";Aparece com aviso em: Evolução de um mesmo curso.
2016;1491;CENTRO UNIVERSITÁRIO INTERNACIONAL;1315345;ENGENHARIA DE COMPUTAÇÃO;EaD;;;;2016|1491|1315345;FL_EAD_MUNICIPIOS_ZERADOS_AMPLA;Municípios cadastrados sem nenhum aluno (EaD);Informação;1;70 dos 229 municípios cadastrados neste curso não têm nenhum aluno em 2016.;Aparece com aviso em: Mapa de matrículas por município e Presença em municípios.
2016;15;UNIVERSIDADE CATÓLICA DE PETRÓPOLIS;103228;SISTEMAS DE INFORMAÇÃO;Presencial;;;;2016|15|103228;FL_INSCRITO_ZERO;Zero inscritos informados;Alerta;3;Foram informados 0 inscritos para 120 vagas e 0 ingressantes.;Fica de fora de: Inscritos nos processos seletivos.
2016;15;UNIVERSIDADE CATÓLICA DE PETRÓPOLIS;1329;CIÊNCIA DA COMPUTAÇÃO;Presencial;;;;2016|15|1329;FL_INSCRITO_ZERO;Zero inscritos informados;Alerta;3;Foram informados 0 inscritos para 120 vagas e 0 ingressantes.;Fica de fora de: Inscritos nos processos seletivos.
2016;1500;FACULDADE DE ENSINO SUPERIOR DE SÃO MIGUEL DO IGUAÇU;44439;SISTEMA DE INFORMAÇÃO;Presencial;;;;2016|1500|44439;FL_INSCRITO_ZERO;Zero inscritos informados;Alerta;3;Foram informados 0 inscritos para 200 vagas e 0 ingressantes.;Fica de fora de: Inscritos nos processos seletivos.
2016;15032;UNIVERSIDADE ALTO VALE DO RIO DO PEIXE;21017;SISTEMAS DE INFORMAÇÃO;Presencial;;;;2016|15032|21017;FL_CO_CURSO_EM_VARIAS_IES;Código do curso aparece em outra instituição;Informação;1;"O código 21017 foi usado por 2 instituições diferentes ao longo dos anos: UNIVERSIDADE DO CONTESTADO (2009 a 2009); UNIVERSIDADE ALTO VALE DO RIO DO PEIXE (2010 a 2023).";Aparece com aviso em: Evolução de um mesmo curso.
2016;15059;UNIVERSIDADE FEDERAL DO OESTE DO PARÁ;86326;SISTEMAS DE INFORMAÇÃO;Presencial;;;;2016|15059|86326;FL_CO_CURSO_EM_VARIAS_IES;Código do curso aparece em outra instituição;Informação;1;"O código 86326 foi usado por 2 instituições diferentes ao longo dos anos: UNIVERSIDADE FEDERAL DO PARA (2009 a 2009); UNIVERSIDADE FEDERAL DO OESTE DO PARÁ (2010 a 2024).";Aparece com aviso em: Evolução de um mesmo curso.
